A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG
210,33,33,131,98,92,39,87,155,136,106,43,167,92,6,16,0,2,1,2,2,0,0,0,0,1,0,2,1,0,1,1,0
211,77,37,98,65,119,38,97,191,268,85,59,212,115,5,16,1,2,0,0,0,0,0,0,2,0,0,2,1,3,0,0,0
212,19,25,114,118,72,39,78,159,104,106,84,129,106,10,24,1,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0
213,18,25,178,78,89,38,64,188,199,170,90,107,83,8,15,0,2,0,0,1,0,0,0,2,1,2,1,1,4,1,1,0
214,65,37,91,116,112,37,99,144,279,93,91,219,117,7,13,1,2,0,2,1,1,0,0,0,2,1,0,0,0,1,0,0
215,29,27,108,87,51,38,86,180,116,111,60,206,140,5,18,1,2,1,2,2,0,0,0,0,2,1,0,0,0,1,0,0
216,86,25,109,76,96,35,100,193,189,164,56,206,105,5,18,0,2,2,2,2,0,0,0,0,1,0,2,1,3,0,0,0
217,54,32,159,101,79,35,66,195,207,132,30,186,129,9,19,1,1,1,2,0,1,0,0,0,2,2,1,1,4,1,1,1
218,49,37,106,78,65,38,81,171,289,110,70,127,123,10,19,1,2,0,3,0,1,0,0,0,1,2,1,1,2,1,1,0
219,26,29,178,90,108,40,91,166,279,143,43,170,132,4,22,0,2,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0
220,36,15,157,70,96,40,87,143,119,60,79,121,117,5,19,1,0,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0
221,65,35,173,74,79,40,71,180,202,126,71,51,91,8,20,0,2,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0
222,20,39,92,69,58,38,63,187,196,169,100,51,112,8,17,0,2,3,2,2,0,0,0,0,1,0,2,1,3,0,0,0
223,37,21,176,102,114,40,42,146,243,151,69,160,110,8,15,1,2,1,2,1,0,0,0,0,0,0,2,1,0,1,1,0
224,41,37,140,82,108,36,66,185,106,170,43,195,86,10,13,0,2,0,2,2,0,1,0,1,2,0,2,1,0,1,1,0
225,71,27,171,62,113,38,112,153,193,161,40,118,132,7,16,1,1,0,2,1,0,1,0,0,1,1,0,0,0,1,0,1
226,50,26,115,62,57,35,79,178,165,115,92,171,87,7,17,0,1,0,2,2,1,0,0,0,1,0,2,1,3,0,0,1
227,41,32,145,77,101,40,62,163,111,159,78,234,72,10,18,1,2,2,2,2,0,1,0,0,1,0,2,1,0,1,1,0
228,89,38,153,84,67,37,46,187,270,169,66,248,123,6,17,0,2,1,0,2,0,0,0,0,0,0,2,1,3,0,0,0
229,53,33,97,102,107,40,120,157,139,72,39,200,83,5,15,0,2,2,2,2,0,0,0,0,2,2,1,1,4,1,1,0
230,55,29,170,79,98,35,76,199,100,197,83,68,103,9,15,0,2,2,2,1,0,0,0,2,1,2,1,1,4,1,1,0
231,42,22,126,117,81,36,46,177,157,64,36,68,70,8,18,0,0,1,0,1,0,0,0,1,2,2,1,1,2,1,1,0
232,35,33,116,88,97,38,116,178,230,79,41,235,117,5,12,1,2,2,2,1,0,0,1,0,1,2,1,1,2,1,1,0
233,83,24,134,81,94,40,61,190,107,53,84,161,79,10,14,1,2,2,0,1,1,1,0,2,2,2,1,1,4,1,1,0
234,71,21,93,109,103,37,117,179,189,113,65,226,80,6,21,1,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0
235,52,32,175,116,95,35,56,140,174,114,36,222,135,10,25,1,2,0,1,2,0,0,0,2,2,0,2,1,3,0,0,0
236,78,30,179,74,80,37,58,156,288,57,53,77,72,6,25,0,2,1,2,1,0,1,1,0,1,0,2,1,3,0,0,0
237,58,34,177,98,86,39,78,165,184,101,63,124,84,8,13,0,2,0,1,0,0,0,0,0,1,0,2,1,3,0,0,0
238,50,20,126,69,65,35,75,190,104,191,94,99,128,5,13,1,1,1,0,2,0,0,1,2,1,0,2,1,0,1,1,1
239,85,23,160,80,95,39,54,161,125,107,58,188,133,6,18,1,0,2,2,1,1,0,0,1,2,2,1,1,2,1,1,0
240,50,35,122,114,95,37,102,178,184,60,55,104,116,4,16,0,0,2,2,2,0,0,1,0,0,2,1,1,2,1,1,0
241,31,27,120,111,110,38,68,157,172,108,94,186,71,7,24,1,2,0,1,2,0,0,0,2,0,0,2,1,0,1,1,0
242,38,39,144,88,95,38,99,177,244,73,74,191,99,5,23,0,2,0,2,2,0,1,1,0,1,0,2,1,3,0,0,0
243,65,35,101,91,100,38,95,167,200,137,46,162,107,8,25,1,2,0,2,2,0,1,0,0,2,0,2,1,3,0,0,0
244,37,40,100,69,111,39,79,160,165,95,65,198,74,6,14,1,0,0,2,1,0,0,1,0,1,2,1,1,4,1,1,0
245,25,22,177,72,84,38,55,177,278,77,92,97,75,6,20,0,0,1,2,0,0,0,0,0,1,2,1,1,2,1,1,0
246,24,30,161,106,91,36,72,172,218,65,52,107,74,6,25,1,1,1,2,1,0,0,1,2,1,0,2,1,3,0,0,1
247,84,27,121,82,94,35,55,169,146,91,95,246,81,7,20,1,2,0,1,2,0,0,0,2,0,1,0,0,1,0,0,0
248,34,27,146,109,117,35,69,181,267,152,71,186,73,5,14,0,2,0,2,0,1,0,0,0,0,0,2,1,3,0,0,0
249,50,31,127,82,96,37,105,194,191,65,100,244,93,6,13,1,1,1,1,2,1,1,1,0,1,0,2,1,3,0,0,1
250,65,37,149,90,79,40,83,147,126,149,100,67,94,9,14,0,2,0,0,2,1,0,0,2,1,1,0,0,0,1,0,0
251,76,34,175,63,73,39,77,169,139,189,72,61,95,7,20,0,1,0,3,0,0,0,0,2,2,2,1,1,2,1,1,1
252,39,19,108,111,115,35,90,178,100,83,84,173,124,4,24,0,0,1,2,0,0,0,1,2,2,1,0,0,0,1,0,0
253,47,36,173,108,92,39,99,148,273,87,85,65,115,5,19,0,1,0,1,2,0,0,0,2,2,1,0,0,1,0,0,1
254,55,35,145,119,83,37,57,172,238,176,60,214,115,8,14,1,0,2,1,2,0,0,1,0,2,0,2,1,3,0,0,0
255,68,31,103,62,72,38,44,197,266,71,85,197,112,5,15,0,0,2,0,2,1,0,0,2,1,1,0,0,0,1,0,0
256,71,23,122,80,110,40,79,196,117,129,77,69,129,6,16,1,1,1,0,2,1,1,1,2,1,2,1,1,4,1,1,1
257,25,16,99,112,86,37,45,182,190,137,81,192,102,10,15,0,2,0,0,2,0,0,1,0,1,0,2,1,3,0,0,0
258,44,39,169,61,62,36,115,198,146,52,30,74,90,8,23,1,2,0,1,1,0,1,1,0,2,1,0,0,1,0,0,0
259,44,40,153,63,120,38,51,168,120,50,31,194,106,9,22,1,0,0,2,0,1,1,0,0,2,0,2,1,3,0,0,0
260,38,32,153,60,56,38,51,170,255,102,71,61,81,5,23,0,2,0,2,1,0,1,0,0,1,1,0,0,0,1,0,0
261,47,23,151,74,91,38,112,142,228,96,38,158,90,8,25,0,2,1,1,1,1,0,1,2,2,0,2,1,3,0,0,0
262,45,20,157,116,87,37,61,189,113,164,60,219,82,5,13,1,0,0,2,2,1,0,1,0,2,0,2,1,0,1,1,0
263,81,25,180,92,101,36,88,177,119,90,31,88,102,9,22,1,1,2,2,1,0,0,0,2,0,1,0,0,1,0,0,1
264,86,39,132,65,93,40,89,150,220,198,53,233,139,4,20,1,2,3,3,2,0,1,0,2,1,1,0,0,1,0,0,0
265,78,20,169,66,113,39,119,144,300,190,72,230,130,4,13,0,0,2,3,2,0,1,1,2,0,1,0,0,1,0,0,0
266,65,20,148,78,62,37,43,170,272,115,99,120,99,4,16,1,1,2,2,1,1,0,1,0,2,2,1,1,4,1,1,1
267,36,27,141,103,77,35,89,159,288,92,72,249,106,5,22,1,0,0,0,2,0,0,0,2,0,0,2,1,0,1,1,0
268,21,25,108,60,50,35,42,143,254,138,80,96,85,8,20,1,2,2,3,2,0,0,0,2,1,2,1,1,2,1,1,0
269,52,28,110,98,92,37,55,147,221,162,75,74,114,4,19,1,2,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0
270,81,16,111,78,91,39,53,181,283,75,30,227,140,7,12,0,2,3,2,0,0,0,0,0,0,0,2,1,3,0,0,0
271,66,22,98,104,99,35,103,200,151,148,96,167,70,7,14,1,1,2,3,2,0,0,0,2,1,2,1,1,2,1,1,1
272,34,17,98,85,109,39,80,174,167,110,30,82,122,4,21,1,1,1,2,1,1,0,0,2,2,2,1,1,4,1,1,1
273,61,37,162,103,50,38,107,152,136,174,92,78,97,4,25,0,2,2,0,2,0,1,0,0,0,2,1,1,2,1,1,0
274,47,35,116,71,100,37,98,188,181,168,91,52,122,6,20,0,0,0,2,1,0,0,0,2,0,2,1,1,2,1,1,0
275,63,17,106,81,65,38,41,144,258,111,90,88,113,10,14,0,2,1,1,1,0,1,0,0,1,2,1,1,2,1,1,0
276,23,15,133,72,88,35,49,179,148,131,69,53,136,7,22,0,2,2,2,0,1,1,0,0,2,2,1,1,4,1,1,0
277,54,38,134,87,64,39,114,158,280,191,58,214,108,10,25,0,2,0,1,2,0,0,0,0,0,2,1,1,2,1,1,0
278,41,33,97,73,82,38,65,157,138,186,64,144,79,7,15,1,1,2,0,1,1,0,0,2,1,2,1,1,2,1,1,1
279,63,32,169,81,102,35,43,172,237,93,40,183,120,4,14,1,0,1,2,2,1,0,0,0,2,1,0,0,0,1,0,0
280,70,31,107,89,66,36,67,200,236,105,40,187,83,9,18,0,1,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1
281,77,34,122,103,55,38,41,143,191,52,92,61,75,6,20,0,2,2,0,1,0,0,0,0,2,1,0,0,0,1,0,0
282,80,38,90,79,80,36,105,198,240,147,98,167,108,8,15,1,2,3,3,2,0,0,0,0,2,0,2,1,3,0,0,0
283,49,27,165,103,118,36,55,157,117,146,85,115,117,6,20,1,2,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
284,50,17,95,86,89,40,96,185,239,140,36,180,94,6,13,0,2,0,1,2,0,0,0,2,2,2,1,1,4,1,1,0
285,84,15,130,97,79,35,62,163,171,108,80,242,102,7,13,1,0,1,0,2,0,0,1,0,1,0,2,1,3,0,0,0
286,35,18,144,118,118,37,62,182,104,122,68,113,136,4,20,1,2,2,2,2,0,0,0,2,2,1,0,0,0,1,0,0
287,42,39,94,101,56,39,116,168,106,190,71,84,134,4,18,1,2,1,2,0,0,0,0,2,1,0,2,1,3,0,0,0
288,71,27,148,111,62,35,60,170,242,102,82,201,109,10,16,1,0,2,2,1,0,0,0,0,2,0,2,1,3,0,0,0
289,75,31,169,120,53,40,64,197,294,91,50,224,94,4,16,0,1,2,2,2,1,0,1,0,0,1,0,0,0,1,0,1
290,84,25,107,115,99,40,97,167,245,118,59,161,126,6,24,1,2,1,2,2,0,0,1,2,1,0,2,1,0,1,1,0
291,63,16,138,100,52,38,76,148,137,159,30,101,101,10,20,0,0,0,1,2,0,0,0,0,2,0,2,1,0,1,1,0
292,41,39,171,93,61,39,88,184,125,141,53,83,115,10,22,1,0,0,2,2,1,0,1,2,1,0,2,1,3,0,0,0
293,49,30,154,98,114,40,116,165,265,52,35,133,73,6,15,0,2,1,2,1,0,0,0,0,2,1,0,0,0,1,0,0
294,64,16,172,100,76,37,54,188,158,90,35,129,92,9,22,1,1,3,2,2,0,0,0,1,1,1,0,0,0,1,0,1
295,40,33,143,116,99,35,67,186,151,174,98,160,91,5,25,1,2,2,2,1,0,1,1,2,2,1,0,0,1,0,0,0
296,83,37,150,103,66,37,106,141,260,50,91,202,102,8,12,0,0,2,0,1,1,0,1,2,1,0,2,1,0,1,1,0
297,44,33,97,96,81,38,43,145,248,164,64,246,110,5,17,1,2,2,1,0,0,0,0,2,0,0,2,1,3,0,0,0
298,19,39,92,60,100,35,86,168,244,119,64,206,131,9,25,0,2,0,1,2,1,0,1,1,1,2,1,1,2,1,1,0
299,34,30,114,113,66,38,89,165,206,175,77,141,107,8,14,0,2,0,2,2,1,0,0,2,1,2,1,1,4,1,1,0
300,50,36,158,74,83,39,99,167,161,99,72,241,125,10,25,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
301,26,33,144,91,84,39,101,146,158,129,64,230,132,5,13,1,0,3,1,2,0,1,1,0,1,1,0,0,0,1,0,0
302,60,23,129,67,73,37,106,173,101,146,34,235,124,5,15,1,2,2,2,2,0,0,1,1,0,1,0,0,0,1,0,0
303,65,15,172,92,103,37,111,195,291,108,60,90,120,5,20,1,2,2,3,1,1,0,0,0,1,0,2,1,3,0,0,0
304,56,24,171,77,67,39,82,184,124,123,60,136,134,5,19,0,2,1,3,1,1,0,1,0,1,0,2,1,3,0,0,0
305,59,33,139,104,99,36,97,149,268,112,37,100,126,6,23,1,2,2,3,2,0,0,1,0,2,2,1,1,4,1,1,0
306,43,15,122,88,95,39,91,187,118,74,35,175,96,8,24,0,2,1,2,2,0,0,0,2,1,0,2,1,3,0,0,0
307,67,16,107,91,97,35,115,180,265,187,82,195,126,9,24,0,1,2,0,2,0,0,0,0,2,1,0,0,0,1,0,1
308,42,30,146,92,82,38,108,179,124,126,73,90,124,5,18,0,2,1,2,1,0,0,0,0,2,1,0,0,0,1,0,0
309,41,26,105,64,76,39,85,196,266,173,78,148,73,5,13,1,0,0,0,2,0,0,0,0,2,0,2,1,0,1,1,0
310,30,22,169,77,50,39,64,186,103,178,37,238,134,9,12,1,2,0,3,2,0,0,0,2,1,2,1,1,4,1,1,0
311,77,37,127,107,108,40,64,161,102,148,93,156,125,4,24,1,0,2,2,0,0,0,0,0,1,0,2,1,0,1,1,0
312,24,32,130,117,59,38,74,166,261,63,33,73,122,6,23,0,2,2,2,2,0,0,0,0,1,2,1,1,2,1,1,0
313,74,16,96,69,74,40,100,178,205,198,61,96,113,7,18,1,2,0,2,1,0,0,0,0,1,2,1,1,2,1,1,0
314,53,39,167,95,106,38,54,161,237,87,82,77,85,4,23,0,2,2,0,0,1,1,1,0,0,1,0,0,0,1,0,0
315,62,27,142,92,115,35,113,194,212,50,96,85,92,9,21,0,2,2,1,2,0,0,0,0,2,2,1,1,2,1,1,0
316,37,20,152,82,64,38,74,158,126,133,92,70,100,7,25,0,2,2,1,1,0,0,0,1,2,1,0,0,0,1,0,0
317,82,35,178,99,77,37,68,175,211,182,89,233,97,5,16,0,0,2,0,2,0,0,0,0,2,2,1,1,2,1,1,0
318,25,40,121,64,62,39,77,148,189,93,62,118,119,8,22,0,1,0,0,1,0,0,0,2,2,1,0,0,0,1,0,1
319,33,20,127,93,63,38,108,158,228,106,51,203,85,10,19,1,1,3,3,1,1,0,0,0,1,1,0,0,1,0,0,1
320,31,23,111,83,115,35,63,141,143,153,60,231,110,7,16,1,2,0,2,1,0,0,0,0,2,0,2,1,3,0,0,0
321,32,30,105,76,83,38,58,167,151,94,53,93,78,10,21,1,2,0,2,1,0,0,1,0,1,0,2,1,3,0,0,0
322,83,25,141,90,74,39,85,200,252,109,32,210,71,10,16,0,0,2,3,2,0,0,0,2,1,1,0,0,0,1,0,0
323,49,21,118,66,103,36,88,198,164,115,62,203,112,7,19,1,1,1,2,1,0,0,0,2,1,0,2,1,0,1,1,1
324,80,24,105,76,61,38,83,178,110,96,55,170,135,7,20,0,2,3,2,1,0,0,1,0,1,0,2,1,3,0,0,0
325,68,24,165,87,58,37,112,161,167,164,80,199,118,10,13,0,1,1,3,2,1,0,0,2,1,2,1,1,2,1,1,1
326,42,39,106,97,80,39,65,190,220,75,59,197,90,8,19,1,2,0,0,2,0,0,0,0,1,2,1,1,4,1,1,0
327,75,34,153,120,102,35,64,145,176,186,64,51,88,4,18,0,1,3,1,1,0,1,0,0,1,2,1,1,2,1,1,1
328,80,32,180,81,92,39,74,186,114,100,54,90,126,6,19,1,2,2,2,0,0,0,0,2,1,0,2,1,3,0,0,0
329,79,38,178,74,87,40,75,146,156,143,57,103,129,8,14,1,2,2,3,2,0,0,0,0,1,1,0,0,1,0,0,0
330,39,34,102,96,91,36,53,145,173,159,55,234,88,4,15,0,1,1,2,2,1,0,0,0,0,1,0,0,1,0,0,1
331,75,23,161,74,97,35,95,172,163,185,37,195,133,5,18,0,2,2,2,2,0,0,1,2,0,0,2,1,3,0,0,0
332,75,29,145,109,116,36,45,199,110,54,44,182,104,4,16,0,2,0,3,2,1,0,0,1,1,0,2,1,0,1,1,0
333,66,18,94,109,115,36,71,153,220,88,78,95,102,7,18,0,2,0,2,2,0,1,1,0,1,2,1,1,2,1,1,0
334,69,22,101,84,65,37,65,140,224,117,37,124,136,4,17,0,2,1,1,1,0,0,1,2,2,1,0,0,0,1,0,0
335,59,23,130,112,65,38,54,164,247,89,84,198,117,10,15,0,2,3,1,1,0,0,0,0,1,0,2,1,3,0,0,0
336,87,27,92,80,80,37,88,145,129,85,87,199,129,4,13,1,2,0,2,2,0,0,1,0,1,1,0,0,0,1,0,0
337,32,23,122,114,107,37,95,167,109,198,32,52,114,10,23,1,0,0,1,2,0,0,1,2,0,1,0,0,1,0,0,0
338,71,40,175,97,77,40,76,157,153,146,38,58,137,5,17,1,0,2,0,1,0,0,0,2,2,1,0,0,0,1,0,0
339,77,18,139,61,53,37,92,166,285,75,43,51,137,5,17,1,2,2,2,0,1,0,1,0,2,0,2,1,3,0,0,0
340,25,31,145,86,59,35,97,188,256,153,49,77,84,4,25,0,0,1,1,2,0,0,1,1,1,0,2,1,3,0,0,0
341,70,30,98,108,100,38,117,198,228,152,33,83,84,8,17,0,0,2,2,2,0,0,1,2,1,2,1,1,4,1,1,0
342,77,29,171,91,67,38,75,199,157,124,53,230,92,10,12,0,2,0,1,2,1,0,1,0,1,2,1,1,4,1,1,0
343,22,17,139,80,96,35,50,141,248,134,57,108,129,5,17,1,0,1,0,2,0,0,0,2,2,1,0,0,1,0,0,0
344,85,39,118,63,81,37,66,179,242,162,60,59,83,7,13,1,2,1,1,1,1,1,0,0,1,2,1,1,2,1,1,0
345,23,34,128,103,79,37,41,160,294,105,96,132,71,10,21,1,1,1,0,2,1,0,0,0,1,1,0,0,0,1,0,1
346,64,19,180,78,85,36,61,162,260,106,93,142,112,8,16,1,0,0,2,1,0,0,1,2,2,1,0,0,0,1,0,0
347,72,37,134,61,58,36,105,194,265,177,46,51,140,9,18,0,2,1,2,2,0,0,0,2,0,1,0,0,0,1,0,0
348,57,19,106,85,85,40,56,141,246,150,35,97,85,4,21,0,2,0,2,2,1,1,0,2,1,0,2,1,3,0,0,0
349,69,34,145,93,78,39,43,155,231,184,89,183,97,9,12,1,0,2,0,2,1,0,0,2,0,0,2,1,3,0,0,0
350,33,29,135,73,65,36,53,143,175,190,40,93,101,10,16,0,1,2,2,2,1,0,1,2,1,2,1,1,4,1,1,1
351,30,32,156,74,70,38,46,173,188,133,67,231,140,7,20,0,2,1,1,2,1,0,1,0,1,0,2,1,0,1,1,0
352,47,29,158,79,113,35,118,194,197,149,63,248,71,7,14,0,2,1,2,1,1,0,0,2,0,1,0,0,0,1,0,0
353,36,16,103,93,115,37,55,144,180,95,76,85,76,8,24,0,2,1,3,1,1,0,1,0,2,0,2,1,0,1,1,0
354,34,27,156,95,108,39,105,188,285,110,61,185,107,4,13,0,0,3,0,2,1,1,0,2,0,1,0,0,1,0,0,0
355,80,18,112,78,77,36,58,173,169,105,86,132,117,7,21,0,0,2,2,2,0,0,1,2,2,0,2,1,3,0,0,0
356,36,24,150,68,104,39,40,161,111,78,75,59,71,9,13,0,1,2,1,2,0,0,1,0,2,2,1,1,4,1,1,1
357,75,27,112,66,80,35,70,185,226,160,64,210,111,10,14,1,2,0,1,2,0,0,1,0,1,1,0,0,0,1,0,0
358,72,24,116,89,82,35,43,159,178,141,51,151,111,9,12,1,2,0,3,1,1,0,1,2,2,0,2,1,0,1,1,0
359,79,23,143,72,109,39,97,178,244,191,45,142,89,5,13,1,2,0,0,2,1,0,1,0,0,0,2,1,3,0,0,0
360,40,22,99,86,90,39,95,186,228,151,34,68,75,5,17,0,2,1,2,0,1,1,0,0,0,0,2,1,0,1,1,0
361,26,17,178,103,95,40,92,189,113,120,55,67,80,8,19,0,2,2,3,2,1,1,0,0,2,1,0,0,1,0,0,0
362,29,30,166,94,98,39,82,152,218,62,53,164,138,10,15,0,2,2,2,2,0,0,1,2,0,0,2,1,3,0,0,0
363,18,28,105,72,114,37,113,183,101,194,96,228,109,10,25,1,0,2,1,2,0,0,1,0,2,0,2,1,0,1,1,0
364,75,23,130,74,91,38,88,173,103,130,61,72,105,10,13,0,0,3,0,2,0,0,0,0,1,2,1,1,4,1,1,0
365,18,35,144,105,72,36,99,183,165,149,52,178,120,5,16,0,1,0,2,0,0,0,0,2,2,2,1,1,4,1,1,1
366,51,25,150,115,76,36,55,145,189,132,78,108,116,10,24,1,2,2,3,2,0,0,1,2,2,2,1,1,2,1,1,0
367,65,17,175,68,81,36,112,195,273,165,91,156,86,6,23,1,2,2,2,2,1,0,1,2,2,0,2,1,0,1,1,0
368,18,19,170,104,52,39,120,168,277,174,95,180,95,4,14,0,0,0,2,1,0,0,1,1,2,0,2,1,3,0,0,0
369,33,24,176,82,109,39,99,172,159,51,40,59,122,7,16,0,0,2,2,1,0,0,0,0,2,0,2,1,0,1,1,0
370,78,27,138,113,66,40,86,192,279,111,47,172,117,7,14,0,2,2,0,2,0,0,0,0,1,2,1,1,2,1,1,0
371,81,18,162,95,81,39,54,140,196,69,39,248,96,8,22,1,1,1,2,2,0,1,1,0,1,0,2,1,3,0,0,1
372,80,38,141,112,56,40,102,186,275,139,89,98,115,8,15,1,1,0,2,2,0,0,0,0,2,2,1,1,4,1,1,1
373,86,27,91,99,120,40,67,198,266,111,37,105,136,7,16,0,2,1,2,1,0,1,0,0,1,1,0,0,0,1,0,0
374,39,26,139,62,118,37,59,187,226,66,100,139,88,5,25,0,0,0,2,2,0,0,1,0,2,2,1,1,2,1,1,0
375,84,19,175,93,107,37,102,193,297,88,77,193,134,8,18,0,1,0,1,2,0,0,0,2,2,0,2,1,3,0,0,1
376,43,24,132,78,89,37,72,146,159,59,70,88,140,6,13,0,2,2,2,0,1,0,0,2,2,1,0,0,0,1,0,0
377,33,38,166,87,97,37,75,161,257,159,37,158,105,8,17,0,1,2,2,1,1,0,0,0,1,1,0,0,0,1,0,1
378,68,23,97,82,100,35,52,171,254,77,66,145,136,5,17,1,2,1,2,2,0,1,0,0,2,0,2,1,0,1,1,0
379,74,34,148,99,106,37,101,153,182,110,66,93,111,4,17,0,2,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0
380,46,21,154,108,120,37,107,200,173,107,93,57,136,6,18,1,2,2,2,2,0,0,0,0,2,2,1,1,4,1,1,0
381,86,16,170,104,86,37,62,196,154,93,88,185,138,8,22,0,2,1,1,0,0,0,1,2,2,2,1,1,2,1,1,0
382,64,36,101,66,104,40,111,190,297,132,74,94,118,4,14,1,0,1,2,2,0,0,0,2,2,1,0,0,1,0,0,0
383,79,38,93,100,90,36,52,163,125,200,45,188,106,4,24,0,2,2,0,2,1,1,0,0,0,2,1,1,2,1,1,0
384,86,37,166,71,69,36,79,158,269,174,55,146,115,9,16,0,2,0,2,1,0,0,0,0,1,0,2,1,0,1,1,0
385,33,21,130,120,82,36,69,166,220,194,60,202,125,7,25,1,0,2,0,2,0,1,0,0,0,2,1,1,2,1,1,0
386,65,22,96,73,89,38,64,199,166,128,56,66,132,5,23,1,1,1,0,0,0,0,1,0,2,0,2,1,0,1,1,1
387,56,21,176,105,83,35,112,200,215,134,72,132,99,7,20,1,2,2,3,0,1,0,0,2,2,1,0,0,1,0,0,0
388,50,35,177,74,111,40,65,200,166,87,44,232,132,9,25,1,0,2,0,0,0,0,0,2,1,1,0,0,0,1,0,0
389,40,37,158,62,68,39,63,162,279,79,87,128,95,5,25,1,0,3,2,2,0,0,0,0,2,0,2,1,3,0,0,0
390,27,28,158,74,92,40,78,184,105,196,78,105,92,9,20,0,0,2,2,1,1,0,0,0,2,1,0,0,0,1,0,0
391,86,40,170,110,118,37,118,160,213,81,54,93,89,4,18,0,1,0,2,0,0,0,0,1,0,0,2,1,3,0,0,1
392,51,33,119,83,112,36,100,183,109,69,97,102,115,8,20,0,0,0,0,0,0,0,0,2,2,0,2,1,3,0,0,0
393,69,19,162,111,59,40,88,168,137,151,65,212,100,5,14,1,0,1,2,0,0,0,1,0,1,2,1,1,4,1,1,0
394,27,37,95,105,62,35,80,140,223,113,76,88,136,5,23,1,2,2,0,2,0,0,0,2,0,2,1,1,4,1,1,0
395,36,39,178,67,54,37,109,170,176,85,88,179,90,4,18,1,2,2,2,1,1,0,0,2,2,2,1,1,4,1,1,0
396,75,32,108,64,107,38,59,166,201,75,81,147,120,6,12,1,2,3,0,1,1,0,1,0,1,1,0,0,1,0,0,0
397,18,34,169,110,108,39,83,183,111,56,69,74,108,4,25,0,2,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0
398,86,26,174,63,108,37,55,175,145,83,72,215,132,9,24,0,0,0,2,1,0,0,0,2,1,1,0,0,0,1,0,0
399,21,37,155,73,64,39,60,200,148,183,85,245,138,4,25,0,2,0,0,0,0,0,0,2,2,0,2,1,0,1,1,0
400,33,31,99,75,50,40,54,166,190,111,32,129,89,5,18,1,2,2,2,2,1,0,0,1,1,0,2,1,3,0,0,0
401,41,27,105,79,87,37,78,154,223,135,100,81,92,4,14,0,2,1,0,1,0,0,0,0,2,0,2,1,0,1,1,0
402,19,16,126,83,102,38,81,164,171,122,41,128,111,7,14,0,2,0,3,1,0,0,0,0,1,0,2,1,0,1,1,0
403,49,39,168,65,101,40,100,187,290,177,94,127,72,4,25,1,2,2,3,1,1,0,1,0,2,0,2,1,3,0,0,0
404,41,27,166,114,50,35,43,154,296,109,72,218,96,8,18,0,2,1,2,2,1,1,0,0,2,0,2,1,0,1,1,0
405,29,40,166,116,60,39,63,179,201,113,99,128,93,10,19,1,2,0,2,2,0,0,1,0,2,2,1,1,2,1,1,0
406,67,21,121,90,107,39,42,158,142,101,75,120,78,4,24,1,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,1
407,52,24,136,65,89,35,40,186,159,194,89,56,71,4,15,0,1,3,0,2,1,0,0,0,2,2,1,1,4,1,1,1
408,50,37,161,94,109,39,52,189,200,109,90,249,75,10,23,0,2,3,2,1,0,0,1,0,1,2,1,1,4,1,1,0
409,50,20,132,74,93,40,93,150,256,126,78,67,140,8,12,1,2,0,1,1,1,1,0,2,0,1,0,0,0,1,0,0
410,78,17,171,88,55,36,79,180,185,168,54,66,90,6,16,1,2,0,2,2,0,0,0,0,2,1,0,0,0,1,0,0
411,68,40,125,62,77,35,50,172,225,187,32,166,98,6,21,0,2,2,1,2,0,0,0,2,2,0,2,1,0,1,1,0
412,60,17,115,70,80,38,81,180,110,174,97,153,82,6,15,0,2,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0
413,29,32,99,62,57,37,43,199,134,67,92,126,138,7,20,0,0,1,1,2,1,0,0,0,2,0,2,1,0,1,1,0
414,84,25,120,87,54,37,64,162,122,113,59,108,111,8,14,1,1,2,2,1,1,0,1,2,1,1,0,0,1,0,0,1
415,82,36,118,69,103,35,75,151,299,128,33,60,70,7,15,0,2,2,3,0,1,0,0,0,1,2,1,1,4,1,1,0
416,50,34,94,109,66,36,103,141,248,108,100,174,89,7,21,1,2,3,2,2,1,0,0,2,2,1,0,0,1,0,0,0
417,57,19,166,92,87,40,83,182,264,107,50,100,112,9,14,0,2,2,2,2,0,0,0,0,0,0,2,1,3,0,0,0
418,60,33,90,107,58,38,79,160,127,110,100,56,70,7,14,0,2,0,2,0,1,0,0,0,2,2,1,1,2,1,1,0
419,61,36,176,75,63,37,84,153,215,167,30,204,109,8,18,1,2,2,2,2,0,0,0,2,0,0,2,1,0,1,1,0
