country,city,property_type,furnishing_status,property_size_sqft,price,constructed_year,previous_owners,rooms,bathrooms,garage,garden,crime_cases_reported,legal_cases_on_property,customer_salary,loan_amount,loan_tenure_years,monthly_expenses,down_payment,emi_to_income_ratio,satisfaction_score,neighbourhood_rating,connectivity_score,decision
1,30,3,2,3119,622546,1968,4,2,2,1,0,1,1,26756,524159,10,19420,98387,0.22,5,4,5,0
10,10,5,1,5000,2998471,1998,6,2,2,0,0,0,0,54995,1938373,30,8870,1060098,0.22,10,1,2,1
6,29,0,0,1710,255417,1995,5,7,6,0,0,2,0,10210,212049,10,1752,43368,0.24,8,5,1,1
9,14,1,1,4702,850953,2007,6,7,2,1,1,1,1,34716,380888,25,7350,470065,0.07,6,3,8,0
9,14,1,0,5755,1038897,2022,4,3,1,0,1,3,0,23358,609659,20,4790,429238,0.19,4,2,8,0
8,34,2,0,3807,2664726,2007,3,7,3,1,1,1,0,73115,2122973,15,13175,541753,0.25,9,8,10,1
0,5,3,1,5421,1734148,1993,3,7,6,1,1,0,0,98565,740543,25,15065,993605,0.05,2,9,9,0
11,20,4,0,3696,1475119,1982,4,5,2,1,0,0,0,56335,675795,20,19785,799324,0.09,10,8,10,1
4,21,2,0,5861,2457795,1989,2,8,4,0,1,0,0,17105,2018778,15,5975,439017,1.03,9,9,8,0
5,3,3,0,479,141697,2002,6,8,8,0,1,0,0,39210,87966,20,18430,53731,0.02,6,10,1,0
10,0,0,2,4261,2556449,2014,4,2,2,0,0,2,0,98575,1208068,25,12770,1348381,0.08,7,6,10,1
0,35,2,2,5683,1822939,1997,4,4,3,0,0,0,0,42975,1087902,10,17850,735037,0.29,8,6,3,1
6,7,0,1,2015,305777,2021,0,1,1,1,1,2,0,15530,181948,10,1396,123829,0.13,1,7,9,0
4,19,1,0,4645,1948210,1987,0,2,1,0,1,0,1,81130,931773,20,18340,1016437,0.09,4,9,7,0
12,18,5,1,3963,1978149,2023,4,3,1,0,1,1,0,25965,805551,30,20000,1172598,0.2,8,10,8,1
3,2,1,1,5500,2089406,1981,1,2,1,0,1,0,0,69325,1531984,25,12180,557422,0.15,8,10,5,1
11,20,5,2,5894,2361123,1985,4,5,2,1,1,0,0,43685,1777997,20,19390,583126,0.3,2,5,8,0
9,14,4,1,5514,992387,1989,6,3,3,1,0,2,0,6038,719949,20,10675,272438,0.89,2,8,8,0
5,11,4,0,5301,1592858,1977,5,2,1,1,1,1,0,37845,969267,15,4430,623591,0.22,2,7,8,0
2,23,1,2,407,138317,1979,6,8,4,1,1,2,0,51885,99371,10,15030,38946,0.02,2,1,8,0
1,30,3,2,1168,235130,2015,2,1,1,0,0,3,1,36014,183850,15,12880,51280,0.04,6,9,10,0
1,36,0,0,1683,338482,1967,2,2,1,0,1,1,0,27370,284345,20,16630,54137,0.08,9,2,3,1
0,5,1,0,5780,1850379,1983,1,4,2,0,0,1,1,31375,1329035,15,8815,521344,0.37,9,9,5,0
10,0,0,1,4820,2888668,1975,3,5,4,0,1,2,0,90755,1731262,20,12885,1157406,0.14,3,6,8,0
0,5,2,1,1216,391175,1997,4,2,2,0,0,3,0,17435,297130,25,7605,94045,0.12,7,6,8,0
12,18,1,0,2345,1168519,1995,1,1,1,1,1,1,0,21035,855266,25,11625,313253,0.27,10,7,2,1
0,22,3,0,4668,1494735,1964,3,6,1,1,1,0,0,70430,669058,30,18760,825677,0.06,9,2,6,1
5,3,4,0,3119,934405,2009,3,8,7,1,0,0,0,92285,667814,15,8930,266591,0.06,10,1,1,1
6,9,0,1,4135,615718,2014,4,4,4,0,1,1,0,14067,361446,15,1633,254272,0.22,1,5,6,0
9,14,4,1,1214,216544,1987,1,5,1,0,0,3,0,33558,125500,30,13890,91044,0.02,9,7,5,0
11,17,1,0,4141,1656960,1963,3,5,4,1,0,0,0,46150,1304399,15,12945,352561,0.25,7,9,8,1
6,1,2,1,527,77987,1967,1,1,1,1,0,2,0,3349,38870,10,2475,39117,0.13,5,2,8,0
3,2,2,0,2958,1119858,1975,6,8,1,1,0,2,0,94510,820979,30,10070,298879,0.05,5,1,7,0
9,14,5,2,2824,510036,1986,2,6,2,0,0,1,1,36600,235929,15,15165,274107,0.06,5,2,9,0
6,13,3,2,3795,569496,1996,6,7,5,1,1,3,0,16779,470808,25,1997,98688,0.19,10,1,4,0
3,2,0,2,766,288643,1973,5,3,1,1,0,2,0,44650,213459,25,5040,75184,0.03,5,7,2,0
1,30,0,2,5603,1121855,2003,5,2,1,0,0,1,0,11910,477740,30,18815,644115,0.25,2,10,6,0
0,5,1,1,5158,1647464,2016,0,1,1,1,0,1,1,82150,1398897,30,3125,248567,0.11,4,5,5,0
9,6,2,2,849,155772,1972,4,3,3,0,1,1,0,21094,88282,25,15445,67490,0.03,1,5,3,0
12,12,4,0,2438,1218646,1962,5,2,2,0,1,2,0,21135,616907,30,4545,601739,0.18,10,2,10,1
1,30,5,0,4059,810663,2007,0,5,1,1,1,3,0,39394,459425,15,8855,351238,0.1,1,4,9,0
9,14,2,1,977,176592,2000,0,1,1,0,1,4,1,35540,120440,10,14995,56152,0.04,2,1,7,0
3,2,2,0,1612,616146,1962,3,2,1,1,0,0,0,98025,417779,30,10245,198367,0.03,4,2,4,0
8,34,2,1,3043,2131605,1998,0,2,2,1,1,0,0,13485,1571747,10,9780,559858,1.32,3,10,2,0
11,17,2,0,2147,855268,1979,2,8,1,0,0,1,1,95975,667007,15,9475,188261,0.06,3,5,5,0
10,10,5,1,781,464680,1974,2,5,1,0,0,2,0,92030,368745,15,18430,95935,0.03,3,5,6,0
0,35,4,2,2275,730677,2022,4,2,2,1,0,0,0,33180,565885,20,16400,164792,0.13,1,1,7,0
7,15,0,1,4278,1921052,1976,1,7,1,0,0,1,0,48690,981783,20,12005,939269,0.15,6,9,9,0
8,34,4,1,676,476293,2018,2,8,5,1,0,1,0,24395,274492,20,17415,201801,0.08,10,1,7,1
3,2,3,1,4597,1746776,2004,3,6,6,1,1,2,0,90615,1363591,20,6665,383185,0.11,3,4,9,0
3,33,2,2,5008,1906658,1971,4,3,3,1,1,0,1,50230,1582260,15,9405,324398,0.27,3,1,3,0
2,39,1,0,3526,1238153,1997,3,6,5,0,0,0,0,39340,983444,15,17725,254709,0.22,3,2,8,0
0,5,4,2,4922,1578937,2004,6,5,1,1,0,0,0,44240,1292307,20,5730,286630,0.22,6,4,9,0
9,14,0,1,4202,756594,2018,4,1,1,1,1,0,0,7224,597450,15,6930,159144,0.72,6,5,3,0
3,2,1,2,4041,1532276,2022,2,4,1,0,0,1,0,82185,1177981,30,4510,354295,0.09,1,7,10,0
6,1,0,1,938,144825,2009,0,3,2,1,1,2,0,16729,83708,25,1053,61117,0.03,2,7,9,0
10,0,3,0,1775,1062100,2006,4,3,3,0,0,4,0,85405,480416,15,8480,581684,0.05,4,2,3,0
7,37,4,2,4267,1918946,1975,0,5,4,1,0,0,0,69330,1174560,15,17680,744386,0.15,6,3,1,0
5,3,5,0,1008,299109,2016,4,3,1,0,1,0,0,28640,165704,20,13005,133405,0.04,9,9,6,1
12,18,2,0,3134,1565337,1997,2,4,4,0,0,2,0,72435,806249,30,3240,759088,0.07,6,1,4,0
7,27,5,0,5101,2297391,1992,6,2,2,1,1,2,0,89195,1300887,25,8535,996504,0.1,9,5,1,1
8,34,2,2,3961,2777099,2004,2,5,4,1,0,0,0,95580,1132936,10,15820,1644163,0.13,6,1,8,0
10,0,0,1,2653,1592938,1966,4,4,3,0,1,0,0,67550,991741,25,18180,601197,0.1,10,7,6,1
4,19,4,2,1423,594482,2016,3,1,1,1,1,0,0,71105,423537,10,18295,170945,0.07,7,1,5,1
3,2,4,0,3476,1321206,1997,0,8,3,1,0,0,0,41640,1042416,25,5450,278790,0.17,5,4,6,0
6,13,1,0,2976,443200,2011,4,8,7,0,0,2,0,6342,332844,10,3259,110356,0.6,6,2,2,0
10,10,3,1,3338,2005172,1981,0,2,2,1,0,2,0,19665,1662617,10,4975,342555,0.96,8,1,6,0
3,2,3,2,5393,2052806,1998,3,2,2,0,0,2,0,73960,1417121,20,15195,635685,0.14,8,9,6,1
0,22,4,2,1030,327936,1972,2,5,5,0,1,0,1,47225,264012,30,11190,63924,0.04,4,4,1,0
7,27,0,1,4438,2000151,1981,1,8,1,1,1,1,1,33035,844742,30,14940,1155409,0.16,4,1,8,0
2,39,2,0,1313,458616,2023,0,6,5,1,1,2,0,53360,191477,30,5810,267139,0.02,4,7,4,0
11,20,4,2,3003,1203623,1961,2,3,3,0,0,2,1,17750,951823,10,11150,251800,0.61,1,10,7,0
11,16,1,2,2315,926234,1981,0,8,8,0,0,1,0,78955,499633,15,14430,426601,0.06,8,10,5,1
1,36,5,2,2838,571526,1992,2,7,6,1,1,2,0,22930,416001,10,14465,155525,0.21,1,9,1,0
9,6,3,0,1698,307461,1962,0,1,1,1,1,2,1,33918,260443,10,18860,47018,0.09,9,9,4,0
0,5,4,2,1683,537881,2021,2,4,4,1,1,0,0,69435,313180,15,10260,224701,0.04,1,3,5,0
10,0,3,2,3844,2304246,1982,3,1,1,1,1,0,0,34645,1460321,15,15935,843925,0.37,5,9,7,0
3,2,0,0,4548,1727949,1961,2,3,1,1,1,1,1,54220,1298688,15,8765,429261,0.21,9,4,7,0
1,36,5,2,2308,460584,1988,0,7,4,1,1,0,0,15870,248170,15,13995,212414,0.14,3,1,5,0
3,33,1,1,2435,922847,2003,0,2,2,1,1,1,0,78375,541600,30,8865,381247,0.04,6,6,4,0
12,8,2,0,3242,1616183,1961,0,8,2,0,1,1,0,24695,1037399,10,11780,578784,0.48,3,3,9,0
11,20,4,0,1478,586517,2022,3,5,5,0,0,1,1,40525,481211,10,10695,105306,0.13,8,3,9,0
4,21,0,0,5224,2191327,1988,5,2,1,0,1,1,1,64470,1721270,30,2785,470057,0.17,1,6,3,0
5,25,3,0,2260,678164,2014,5,4,1,0,1,1,0,44840,560883,30,4275,117281,0.08,1,6,5,0
9,6,0,2,2008,358933,2011,2,1,1,0,0,3,0,10962,241567,15,12675,117366,0.19,10,4,9,0
8,34,1,0,3488,2442494,1987,3,7,4,1,0,0,1,93800,1555467,30,9135,887027,0.1,7,10,10,0
10,0,1,0,3314,1989860,1983,2,5,3,1,0,2,0,34175,1583880,30,14475,405980,0.29,9,5,9,1
2,23,3,1,3795,1326581,2017,3,1,1,0,0,0,1,67895,775707,15,5935,550874,0.1,5,6,10,0
11,16,4,1,4812,1919998,1976,4,1,1,0,1,1,0,27165,1128718,15,3830,791280,0.36,10,1,10,1
12,8,1,2,5318,2656593,1988,0,1,1,0,1,5,0,23755,2084557,30,8775,572036,0.55,1,8,9,0
2,38,5,0,1405,494582,1982,3,3,3,0,0,0,0,58865,323049,20,6415,171533,0.04,3,10,1,0
5,25,2,1,2719,818171,1963,6,2,2,1,1,2,0,48555,542258,10,15760,275913,0.13,3,10,9,0
5,3,2,2,5079,1519098,1979,0,6,5,1,1,1,0,10165,1046232,10,11310,472866,1.17,9,1,3,0
7,15,3,0,1965,887165,2015,6,2,1,1,0,0,0,86450,707485,15,4735,179680,0.07,5,1,6,0
9,14,0,0,2401,433977,1995,3,7,7,1,0,2,1,9644,176458,25,8345,257519,0.12,10,4,10,0
10,10,5,0,3091,1853134,1983,0,1,1,1,1,0,0,60855,1410743,15,2985,442391,0.2,4,10,8,0
9,14,4,1,5595,1002104,1980,1,4,4,0,1,4,0,31726,639587,30,15165,362517,0.13,10,10,9,0
3,2,0,0,749,282149,1970,2,7,6,0,1,0,0,89640,186898,10,17635,95251,0.02,3,9,8,0
8,34,0,0,1367,961294,1990,5,8,2,1,1,0,0,87705,699562,20,3225,261732,0.06,10,5,6,1
4,28,0,1,1390,581730,2004,1,1,1,1,0,2,0,42900,424053,10,10350,157677,0.11,10,2,4,1
11,16,5,1,1682,671637,1968,6,5,5,1,0,1,0,61860,561193,25,12060,110444,0.06,7,6,1,1
10,0,0,2,2513,1509624,2005,5,7,3,0,1,1,1,33240,898445,10,17790,611179,0.31,8,7,1,0
2,39,4,0,5579,1948540,1977,3,2,2,1,0,0,0,22175,784731,15,10660,1163809,0.31,3,9,8,0
5,3,1,2,2855,860806,2003,1,6,3,0,1,0,0,70745,686268,30,13105,174538,0.06,5,4,3,0
4,19,3,2,4189,1759548,1963,2,1,1,1,1,2,0,69295,890352,20,9570,869196,0.1,4,7,5,0
6,7,1,0,2312,342644,2003,0,3,3,0,0,4,0,9214,284270,10,2150,58374,0.35,3,2,3,0
11,20,1,2,5500,2203953,1962,6,2,2,0,1,0,0,89875,1253363,10,6405,950590,0.16,9,4,8,1
8,34,0,2,4962,3477702,1975,1,3,2,0,0,1,0,63575,1408679,30,12510,2069023,0.14,1,10,5,0
8,34,0,0,827,576958,1972,3,6,5,0,1,1,0,25080,259266,25,16990,317692,0.07,8,1,3,1
7,27,4,1,1860,834669,1984,6,4,4,1,0,2,1,14820,394934,25,19285,439735,0.18,6,3,3,0
7,27,5,2,850,379334,1976,5,5,4,1,1,0,0,41835,208382,10,18555,170952,0.06,9,7,2,1
9,6,3,0,2494,452692,1990,6,6,3,0,1,1,0,8550,210205,15,7500,242487,0.21,7,4,7,1
4,28,4,0,4747,1997414,1974,3,8,3,1,1,0,0,50940,1000547,20,17005,996867,0.15,3,4,3,0
8,34,4,1,2480,1733108,1968,1,7,4,1,0,0,0,41605,758847,30,15905,974261,0.12,10,7,4,1
4,21,3,0,2646,1106958,2001,6,5,5,1,1,1,0,15120,792287,15,4230,314671,0.46,3,4,4,0
8,34,5,2,1884,1314600,1983,6,6,5,0,0,0,0,57700,987016,10,5610,327584,0.19,3,1,8,0
7,37,4,2,2074,935703,1985,3,6,5,1,0,0,0,41010,505069,25,16980,430634,0.08,10,10,9,1
5,3,0,0,2333,700311,1994,1,2,1,1,1,2,0,67310,369170,20,5030,331141,0.04,1,8,6,0
9,6,2,2,2928,525395,1987,1,6,3,0,0,1,1,11432,332910,20,3855,192485,0.22,1,2,5,0
9,6,1,1,3250,582908,1999,2,4,2,0,1,1,1,37504,261234,20,4080,321674,0.05,1,9,9,0
8,34,0,0,5177,3624126,1971,5,4,3,1,0,1,0,11695,2441547,15,6155,1182579,1.82,9,9,8,0
11,16,2,1,1297,517101,1998,6,7,1,0,0,0,0,39010,320040,10,6090,197061,0.09,4,1,9,0
3,32,5,0,3533,1344982,2015,1,2,2,0,0,0,0,76505,1002262,30,2595,342720,0.08,7,8,3,1
8,34,4,2,4479,3134635,1998,2,3,1,1,1,1,1,79785,2518347,15,16950,616288,0.27,2,9,6,0
0,22,2,1,1296,413426,2002,5,1,1,0,1,1,0,18890,186452,10,10830,226974,0.11,6,7,6,0
0,22,0,1,5604,1798036,2023,4,7,5,0,1,1,1,70355,1046623,10,17055,751413,0.17,9,8,2,0
2,38,5,0,1978,694182,1993,4,2,1,0,0,0,0,36905,449941,20,13865,244241,0.09,6,7,8,0
11,16,2,1,412,169166,2008,1,2,1,1,1,0,0,27550,114288,30,6575,54878,0.03,1,9,3,0
9,6,1,1,3014,545179,1999,5,5,2,1,0,1,0,19818,223963,30,10480,321216,0.07,9,3,5,1
1,30,3,1,4849,965765,2020,4,1,1,0,0,2,0,23288,649177,25,3575,316588,0.19,3,8,8,0
3,2,2,0,5139,1957179,2005,1,5,3,1,1,0,0,37700,1107301,25,18480,849878,0.2,7,8,10,1
8,34,4,0,3746,2626781,1993,6,3,2,0,1,3,1,16990,1961038,30,13670,665743,0.73,10,10,5,0
12,12,5,0,2891,1448571,2003,6,2,2,1,1,3,0,56410,716537,30,4405,732034,0.08,8,8,8,0
1,30,3,1,2841,564971,1988,2,4,3,1,0,4,0,19884,293893,20,10550,271078,0.11,9,8,3,0
11,16,5,2,5205,2080644,2003,3,3,1,0,0,3,1,14775,1402487,25,19740,678157,0.64,8,8,3,0
3,33,0,2,2368,897042,1967,5,4,4,1,0,1,0,81820,593145,10,7670,303897,0.08,3,1,3,0
5,3,0,1,1695,512722,1994,1,8,8,0,1,2,0,83010,274230,10,12390,238492,0.04,6,5,5,0
1,30,2,2,4264,853381,1985,4,1,1,0,0,2,0,12634,561664,20,3480,291717,0.33,5,10,1,0
5,25,0,1,5751,1723665,1983,3,6,6,0,0,2,1,61035,841972,30,10515,881693,0.09,6,6,6,0
1,36,2,2,3531,710697,1988,1,2,1,1,0,0,0,36776,432274,25,17575,278423,0.08,1,2,1,0
2,39,5,1,1935,679747,1961,1,2,1,1,0,1,0,90600,285637,30,9835,394110,0.02,8,3,10,1
2,23,1,1,3686,1288663,1969,1,8,7,1,0,1,0,12505,890497,10,8975,398166,0.81,10,9,8,0
4,21,4,2,3627,1519983,2023,5,7,5,0,1,0,1,80020,724158,20,15445,795825,0.07,1,10,2,0
4,19,0,0,2355,987844,2021,0,2,1,0,1,2,0,42800,607455,30,13680,380389,0.09,4,9,10,0
8,34,4,0,849,593972,2021,0,4,4,1,0,0,0,70650,269774,20,16810,324198,0.03,10,10,6,1
2,38,5,1,4281,1502949,2009,2,8,7,1,0,1,0,47770,817246,15,8095,685703,0.15,3,10,10,0
2,39,1,2,2305,811672,1988,1,5,5,0,0,2,1,55955,608200,15,16685,203472,0.09,8,1,8,0
6,13,4,2,4706,709674,1986,4,1,1,0,1,0,0,8183,572651,30,2631,137023,0.44,8,8,9,0
3,33,1,1,1194,458423,1987,4,7,5,0,0,0,1,12705,220067,15,14330,238356,0.15,4,6,5,0
6,13,0,2,3805,574327,2022,2,5,4,0,1,2,0,13163,463123,30,1076,111204,0.22,9,2,9,1
4,28,2,0,2512,1055603,1991,6,3,2,1,1,0,1,46305,571911,25,19335,483692,0.08,9,2,7,0
2,23,2,1,4236,1486384,1999,6,4,3,0,0,1,0,78995,686582,25,10380,799802,0.06,3,5,1,0
2,39,1,2,3840,1347307,2003,0,8,7,1,1,2,0,75735,721250,25,14220,626057,0.06,10,7,6,1
4,19,4,0,4708,1978899,1979,2,6,1,1,0,2,0,96230,1538276,25,7080,440623,0.11,3,6,1,0
9,14,2,1,4725,846843,2008,3,4,3,0,0,6,0,17256,718060,25,12300,128783,0.28,6,3,4,0
2,23,1,1,3138,1097452,1997,4,7,2,1,0,1,1,89300,855458,25,8235,241994,0.06,7,6,2,0
12,12,1,2,3358,1675319,2009,5,7,4,1,1,4,0,55600,1073018,25,15485,602301,0.13,1,10,10,0
10,10,3,0,4439,2660058,1968,5,6,4,1,1,0,0,84220,2219310,25,13345,440748,0.18,1,8,10,0
6,29,1,0,1976,299576,2006,4,3,3,0,1,0,0,16633,139844,15,2383,159732,0.07,6,4,1,0
9,6,2,1,3213,573455,1963,5,2,2,1,0,4,0,31218,394420,25,9775,179035,0.09,9,2,10,0
8,34,4,0,5570,3898171,1966,1,3,2,0,1,0,0,36160,1738098,10,7445,2160073,0.55,1,10,5,0
1,36,5,1,1934,388125,1990,2,2,1,0,1,3,0,16222,284056,30,14260,104069,0.11,3,4,6,0
0,5,3,0,814,264534,2013,5,1,1,1,0,0,1,10705,205820,25,10085,58714,0.13,3,6,5,0
8,34,1,0,5302,3711518,1963,2,2,1,1,0,1,0,99710,2857163,20,8445,854355,0.21,7,9,3,1
3,2,5,1,530,199708,1999,1,6,1,0,0,0,1,99920,154371,20,8765,45337,0.01,9,2,7,0
0,35,1,2,4500,1444062,2013,2,5,1,0,0,2,0,51055,841363,30,4065,602699,0.1,6,5,8,0
9,14,0,1,4165,753291,1977,4,4,4,1,1,3,0,9680,509544,30,13185,243747,0.33,7,3,10,0
12,31,1,2,2140,1065335,2010,6,8,4,1,0,2,0,68285,485487,15,19545,579848,0.06,10,10,2,1
8,34,4,2,3052,2138671,1963,6,1,1,1,1,1,0,30035,1546288,20,15295,592383,0.38,3,6,2,0
9,6,2,1,3050,546265,2018,6,2,2,1,1,3,1,39662,415907,10,16485,130358,0.12,1,8,6,0
7,27,1,2,1589,715811,1968,4,3,2,1,1,1,1,46175,353888,15,4170,361923,0.07,4,9,9,0
1,36,4,2,3742,744718,1985,4,3,3,0,1,2,0,27464,362473,30,10715,382245,0.08,8,6,10,1
1,30,4,0,3383,680543,1989,3,1,1,1,1,2,0,8398,544283,15,9105,136260,0.56,10,4,10,0
5,25,4,1,5072,1521496,1972,2,6,2,0,0,1,0,61450,869676,10,6635,651820,0.16,8,7,6,1
4,21,1,2,3263,1374671,1965,0,4,4,0,1,0,0,10880,1010570,20,12340,364101,0.69,10,4,9,0
8,34,2,2,4879,3412800,1963,2,5,4,0,1,2,0,86675,2529362,20,5075,883438,0.22,5,5,4,0
6,13,5,2,722,110259,2006,1,1,1,0,0,3,0,16777,58103,20,1104,52156,0.03,10,7,7,0
4,21,0,1,4933,2075390,2011,6,5,3,0,0,0,0,57320,1380218,10,6525,695172,0.27,6,2,8,0
2,23,3,1,5455,1911197,1989,1,5,3,0,0,2,1,61630,1526816,30,9675,384381,0.16,1,8,7,0
5,25,1,1,2581,770594,1983,5,1,1,0,0,2,0,63125,644777,30,7980,125817,0.06,4,4,3,0
7,27,1,1,4092,1837492,2004,1,2,1,1,0,1,1,22360,1494081,15,13135,343411,0.58,2,6,1,0
7,15,0,0,3057,1374340,2009,0,6,6,0,1,0,0,26910,1046275,10,4395,328065,0.44,7,1,1,0
11,17,5,0,1509,608455,1970,2,7,1,0,1,1,0,25625,243775,10,12300,364680,0.11,1,9,5,0
11,16,4,1,4790,1912831,1997,5,1,1,1,1,1,0,33720,1448366,25,19145,464465,0.29,2,3,7,0
9,14,3,0,2448,442264,2005,3,3,1,1,0,2,1,37516,244866,30,18420,197398,0.04,9,7,2,0
11,20,1,1,3840,1537031,2003,2,3,3,0,1,0,0,79260,615733,15,18215,921298,0.07,2,10,9,0
1,36,4,1,5953,1190265,1978,4,3,2,1,0,3,1,5376,911908,30,9140,278357,1.07,8,3,5,0
7,27,0,2,4706,2119308,2012,4,4,1,0,0,0,0,46200,1384622,20,10210,734686,0.22,2,4,10,0
10,0,1,1,1212,722569,2010,2,5,5,1,0,1,0,23190,529915,15,7060,192654,0.2,6,1,9,0
8,34,1,0,4002,2799240,2010,5,8,8,1,1,1,0,74395,1487433,25,8950,1311807,0.13,6,1,1,0
4,28,1,1,4755,1995065,1964,3,8,7,0,1,0,0,23180,1260420,10,4065,734645,0.62,8,10,4,0
8,34,0,0,1174,818751,2014,2,6,2,0,0,2,0,62625,429642,10,11500,389109,0.08,7,1,9,1
5,11,3,1,984,296071,1994,5,6,1,1,1,0,0,12970,188738,25,19515,107333,0.1,2,2,7,0
10,10,3,1,3804,2285428,1984,0,4,1,0,0,3,0,40150,1779084,25,14595,506344,0.3,8,2,3,0
1,36,1,1,5090,1013423,1974,0,3,2,1,0,0,0,23014,842681,15,6295,170742,0.32,8,6,3,1
5,11,4,2,3499,1048022,1987,3,1,1,0,1,1,0,40130,557423,15,7590,490599,0.12,4,9,1,0
12,31,2,0,2589,1299462,1964,1,4,3,1,0,0,0,12730,916496,25,18565,382966,0.49,10,5,5,0
2,39,0,0,1358,479185,2021,6,4,3,0,0,2,0,39570,382278,20,4740,96907,0.07,6,3,3,0
12,8,1,0,3596,1802645,1992,0,7,5,1,0,3,0,66010,735131,10,4425,1067514,0.13,6,9,1,0
1,30,0,2,838,170744,2004,6,7,3,0,0,3,0,35794,112843,30,16790,57901,0.02,2,8,9,0
3,2,0,0,2279,863921,2008,6,3,2,1,1,0,1,96480,582184,25,7130,281737,0.04,9,1,8,0
6,7,5,2,4601,692163,2013,1,7,2,1,0,1,0,3434,460949,30,3009,231214,0.85,7,10,10,0
6,1,1,0,434,66778,2011,1,4,1,1,0,0,0,3833,45203,15,2424,21575,0.1,3,1,3,0
0,5,4,2,2957,947378,1973,3,6,2,0,1,0,0,56650,506382,25,16310,440996,0.06,5,9,3,0
12,31,0,2,1107,549677,1976,6,1,1,0,1,1,0,30015,279427,25,3530,270250,0.06,10,9,8,1
7,27,2,1,2508,1133057,2001,4,5,2,0,1,1,0,87345,923724,25,18770,209333,0.07,7,7,9,1
12,18,1,1,1948,978500,1977,6,2,2,0,0,0,1,29295,807567,20,6440,170933,0.21,3,4,6,0
3,2,3,2,2935,1117270,2003,4,6,6,0,0,1,1,43690,663655,10,9185,453615,0.17,9,1,4,0
3,32,3,0,4766,1810385,1965,5,1,1,0,1,0,0,46950,1244276,10,18495,566109,0.3,5,5,4,0
1,36,5,2,4149,834420,1994,6,6,4,0,1,1,0,18502,373187,25,17625,461233,0.14,8,2,3,1
9,6,0,2,1551,281235,1990,6,6,5,1,0,2,1,29284,139782,10,9610,141453,0.05,7,4,10,0
8,34,3,2,4235,2961371,1980,4,1,1,0,0,0,0,73245,2206352,30,12650,755019,0.19,7,5,3,1
0,35,3,0,5603,1797431,1964,1,2,1,1,1,0,0,87890,942272,25,19350,855159,0.07,5,5,8,0
5,3,4,1,1666,504597,2017,3,6,3,1,1,1,0,39005,248002,30,16890,256595,0.04,10,3,9,1
6,29,3,1,1274,191070,1967,2,2,2,1,1,0,0,5735,156435,30,2160,34635,0.17,9,7,4,1
7,15,2,2,5787,2602901,1964,6,3,1,0,1,0,0,66050,1125233,10,19075,1477668,0.19,10,9,6,1
10,10,5,2,1508,907945,1996,5,6,5,1,0,0,0,12165,495015,20,5655,412930,0.3,3,3,5,0
2,23,2,0,2789,972987,1985,0,3,2,0,0,1,0,10735,793279,20,6315,179708,0.55,6,8,5,0
11,16,0,0,3139,1254397,2001,6,7,2,1,0,1,0,98060,767066,25,14435,487331,0.05,9,2,8,1
7,37,2,2,3118,1404845,2020,3,8,5,1,1,0,0,65765,961255,15,4370,443590,0.13,5,2,5,0
2,39,4,0,3296,1151376,1990,1,5,3,0,0,0,1,25565,913796,10,4040,237580,0.41,4,6,6,0
10,0,2,1,2996,1793681,1979,4,7,3,0,1,1,0,42245,1470593,30,10140,323088,0.22,7,7,5,1
0,35,4,1,2432,777585,1998,5,2,1,1,0,0,0,31030,538286,30,9480,239299,0.11,8,3,8,1
1,30,5,2,5810,1166726,1977,2,7,5,1,0,2,0,39156,705280,25,5685,461446,0.12,8,4,4,1
2,38,5,1,880,304195,2012,5,5,1,0,0,1,0,39660,233313,10,4420,70882,0.07,8,8,7,1
1,30,5,2,3740,743597,2021,6,8,7,0,0,3,1,13320,542976,20,14200,200621,0.3,3,4,3,0
11,20,5,0,4493,1797097,2006,1,4,3,0,1,1,0,36445,1524761,20,3640,272336,0.31,7,8,6,1
5,11,2,0,5346,1604129,2023,6,1,1,0,0,0,0,95375,758849,20,5350,845280,0.06,5,9,6,0
11,20,2,2,3914,1563870,1999,0,1,1,0,1,1,1,94185,642869,15,16870,921001,0.06,1,10,9,0
1,30,3,2,3402,681287,1979,6,2,2,0,1,0,1,32898,355525,10,19130,325762,0.12,7,10,4,0
11,16,5,1,2301,922159,1972,1,4,1,0,1,0,0,19395,521722,15,10700,400437,0.23,9,5,8,1
12,12,1,0,4395,2196082,1963,2,3,1,1,0,1,0,24730,911023,10,10970,1285059,0.42,3,2,7,0
8,34,2,1,3437,2404174,2021,5,7,6,0,1,1,0,56780,1883476,25,15470,520698,0.22,8,8,8,1
1,30,0,2,5264,1052015,1962,5,3,3,0,1,2,1,26230,673867,15,3990,378148,0.22,3,10,5,0
9,14,3,2,610,109544,1968,0,3,3,1,1,2,0,17682,54688,20,11030,54856,0.02,4,5,7,0
6,24,4,2,3137,472511,2007,6,2,2,1,0,0,0,14365,258198,30,1433,214313,0.11,5,5,10,0
11,16,4,2,5248,2102596,1964,1,6,3,0,1,1,0,84770,898907,30,12195,1203689,0.07,4,7,5,0
11,16,3,0,2316,926149,1973,1,5,3,1,1,3,0,55995,435525,15,9000,490624,0.07,1,7,8,0
6,1,4,1,3248,492127,1987,0,6,6,0,1,3,0,6129,249157,10,567,242970,0.46,4,1,6,0
